100,4234
150,6744
200,8688
250,10658
300,12796
350,15311
400,17246
450,19580
500,24824
550,23750
600,27663
650,29460
700,30770
750,32921
800,34293
850,38066
900,37052
950,39325
1000,45045
1050,46154
1100,49023
1150,50622
1200,56463
1250,58854
1300,59733
1350,58791
1400,64570
1450,69702
1500,71671
1550,78337
1600,74248
1650,78038
1700,81403
1750,79156
1800,84705
1850,87465
1900,95313
1950,95235
2000,103436
2050,107599
2100,112966
2150,112931
2200,125948
2250,121594
2300,121927
2350,127580
2400,124104
2450,136939
2500,131255
2550,142725
2600,140920
2650,150034
2700,157730
2750,157503
2800,149720
2850,158461
2900,169203
2950,158466
3000,170349
3050,170225
3100,184084
3150,168063
3200,169082
3250,178276
3300,184436
3350,181456
3400,179064
3450,204451
3500,198648
3550,189878
3600,187895
3650,182857
3700,203049
3750,191484
3800,219341
3850,223644
3900,207231
3950,232506
4000,223620
4050,238857
4100,233351
4150,231807
4200,239171
4250,245779
4300,239425
4350,239252
4400,235816
4450,225240
4500,259115
4550,247602
4600,283931
4650,281836
4700,255687
4750,249819
4800,250793
4850,261771
4900,260086
4950,253909
5000,269180
5050,267706
5100,280616
5150,278764
5200,276303
5250,311749
5300,310422
5350,320822
5400,319957
5450,314599
5500,324493
5550,321486
5600,327199
5650,334636
5700,344404
5750,328147
5800,337021
5850,338306
5900,346387
5950,352778
6000,348771
6050,359455
6100,364872
6150,371324
6200,381038
6250,380960
6300,382235
6350,388836
6400,386879
6450,384288
6500,383376
6550,357021
6600,403030
6650,403770
6700,401108
6750,359327
6800,369292
6850,370084
6900,386978
6950,393506
7000,420539
7050,418042
7100,402704
7150,405739
7200,402636
7250,417966
7300,435287
7350,442157
7400,470063
7450,465204
7500,431948
7550,461471
7600,469606
7650,452367
7700,461975
7750,473902
7800,474839
7850,478563
7900,491799
7950,471812
8000,498498
8050,502974
8100,496358
8150,494160
8200,492047
8250,491148
8300,506432
8350,490658
8400,503246
8450,528531
8500,510441
8550,530453
8600,525717
8650,531921
8700,537660
8750,550047
8800,544510
8850,540623
8900,522759
8950,495503
9000,556296
9050,560433
9100,587491
9150,591153
9200,587166
9250,590951
9300,614784
9350,607072
9400,585411
9450,587924
9500,606740
9550,595642
9600,604683
9650,620134
9700,600942
9750,607401
9800,601735
9850,622235
9900,638910
9950,653255
10000,607711
