100,7962
150,5318
200,9180
250,13607
300,23123
350,24951
400,31872
450,40514
500,48379
550,57805
600,68649
650,91437
700,98448
750,115197
800,137814
850,145934
900,163080
950,168010
1000,213538
1050,231828
1100,258514
1150,281429
1200,299346
1250,338124
1300,340941
1350,375287
1400,392342
1450,436473
1500,455113
1550,489638
1600,534572
1650,573865
1700,584697
1750,640386
1800,655150
1850,688033
1900,733583
1950,776578
2000,808516
2050,843412
2100,868309
2150,943002
2200,973713
2250,901496
2300,982318
2350,1012665
2400,1097802
2450,1185447
2500,1238952
2550,1333541
2600,1361156
2650,1371994
2700,1418279
2750,1518956
2800,1580993
2850,1697945
2900,1718879
2950,1766394
3000,1845154
3050,1833858
3100,1701457
3150,1760758
3200,1834936
3250,1902316
3300,1933295
3350,1999245
3400,2053286
3450,2094750
3500,2155909
3550,2360961
3600,2557895
3650,2509250
3700,2414162
3750,2456769
3800,2550560
3850,2627029
3900,2737558
3950,3082472
4000,3214627
4050,3306288
4100,3347889
4150,3324114
4200,3167512
4250,3419091
4300,3641398
4350,3486606
4400,3509353
4450,3498919
4500,3573979
4550,3628274
4600,4025463
4650,4087861
4700,4366950
4750,4430262
4800,4596164
4850,4140285
4900,4269443
4950,4282337
5000,4389285
5050,4446711
5100,4546263
5150,4639506
5200,4758182
5250,5233470
5300,5443241
5350,5575456
5400,5506122
5450,5199367
5500,5339325
5550,5701226
5600,6038902
5650,5704464
5700,6508939
5750,6521523
5800,6671161
5850,6801669
5900,6709006
5950,6765292
6000,6936025
6050,7036063
6100,6759968
6150,7600116
6200,7866364
6250,7537284
6300,7310861
6350,7899307
6400,7841306
6450,8034226
6500,8421574
6550,8110745
6600,8728012
6650,8845103
6700,8777578
6750,8996717
6800,8854276
6850,9218027
6900,9390324
6950,8570303
7000,8914153
7050,9794954
7100,9460036
7150,10161152
7200,10341862
7250,10501014
7300,10679573
7350,10661270
7400,10793483
7450,10796290
7500,11131443
7550,9959760
7600,10426311
7650,11584670
7700,10892203
7750,11421757
7800,11353598
7850,11742462
7900,12533808
7950,11907978
8000,12244756
8050,12000691
8100,12312282
8150,12339700
8200,12542929
8250,13136652
8300,13212385
8350,13540680
8400,13720853
8450,13814847
8500,13566614
8550,12847087
8600,13373301
8650,13680087
8700,14731830
8750,13941691
8800,14639831
8850,15299123
8900,15835683
8950,15524836
9000,16030480
9050,15862804
9100,15546605
9150,16552087
9200,16467091
9250,16282943
9300,16671017
9350,17234592
9400,17275175
9450,17871638
9500,17210426
9550,17842654
9600,17798508
9650,17389660
9700,18046092
9750,18552816
9800,18686453
9850,19234865
9900,18959008
9950,19007420
10000,19702636
